,fecha,user,texto,ubicacion
276,2021-01-20T12:33:03.000Z,america_24news,"El fin de semana anterior se realizó el debate obligatorio del Consejo Nacional Electoral (CNE), que agrupa a los 16 aspirantes a la Presidencia de Ecuador. Durante las dos jornadas los candidatos a Carondelet trataron sobre corrupción e institucionalidad democrática; relaciones internacionales y derechos humanos, también hablaron sobre empleo y economía; educación, salud y grupos vulnerables. El cuestionario de preguntas fue elaborado por el Comité Nacional de Debates.

Bajar impuestos, millones de empleos, préstamos al 2 % y hasta internet gratis, fueron algunas de las propuestas ofrecidas, endurecer penas y la independencia de poderes también fueron respuestas recurrentes entre los 16 candidatos. Así mismo hablaron de la necesidad de hacer reformas en el ámbito de la salud, educación y tratar de llegar a vacunar contra el COVID-19 a la mayor parte de la población. No todos se remitieron a la pregunta planteada, pues unos mezclaron varios temas y acusaciones entre ellos y en algunos momentos se dedicaban a hacer campaña.

Más detalles en www.america24news.com 🌐

#ecuador #ecuador🇪🇨 #ecuadordebate2021 #ecuadordebate #ecuadordebate2021🇪🇨 #ecuadorelecciones2021 #ecuadorelecciones #eleccionesecuador #eleccionesecuador2021 #eleccionesecuador🇪🇨 #eleccionespresidencialesecuador2021",No data
277,2021-01-20T01:03:49.000Z,upenin.ecu,"Conoce lo que el candidato @cesarmontufar1751 respondió acerca de su plan de gobierno.
•
• ¡Estamos aquí para tí! 💜💚.
•
•
•
#ecuadordebate2021 #ecuador #césarmontúfar #debatepresidencial #upenin #negocios #inversiones #noticias #noticiasecuador #informate #elecciones2021ec #finanzas #ecomia #educacionfinanciera",No data
278,2021-01-19T22:05:40.000Z,civiskratos,"#ECUADOR – DEBATE PRESIDENCIAL🇪🇨
-
La noche del 9 de enero se desarrolló en el Teatro de la Casa de la Cultura Ecuatoriana el Debate Presidencial 2021 organizado por: El Comercio, Televicentro, las emisoras Radio Quito y Platinum; con el apoyo de Participación Ciudadana.
-
Desde Civiskratos hemos hecho un resúmen para que te enteres de lo más resaltante de este primer Debate, y quienes participan por la Presidencia de Ecuador.
-
14 de los 16 candidatos confirmaron su participación y en la primera jornada intervinieron siete presidenciables:
☑️Guillermo Lasso, candidato por el partido “Creo”.
☑️Ximena Peña, candidata del partido “La 35 PAIS”.
☑️Paúl Carrasco, candidato por el partido “Juntos Podemos”.
☑️Giovanny Andrade, candidato por el partido “19 Unión Ecuatoriana”.
☑️Carlos Sagnay, candidato por el partido “F.E (Fuerza.EC)”.
☑️Gustavo Larrea, candidato por el partido “Democracia Si”.
☑️Isidro Romero, candidato por el partido “Avanza 8”.
-
Entre los asuntos que más resaltaron los candidatos esta el tema de la pandemia y la reactivación de la economía, con propuestas como, generación de empleos, aumento excepcional del salario para los afectado por la pandemia y vacunación gratuita. Asimismo, se resaltó, la necesidad de cambiar el sistema corrupto de las instituciones públicas, la potenciación de la agricultura, la pesca y llevar a Ecuador a convertirse en un país agroindustrial y desarrollado.
-
¿Qué piensas de las propuestas de los candidatos y el futuro del Ecuador?
-
#ecuador🇪🇨
#debatepresidencial
#latinoamerica
#elecciones2021
#ecuadordebate2021",No data
279,2021-01-19T13:45:39.000Z,enclavepolitica,"#EcuadorDebate2021

#EcuadorDebate2021 La candidata #XimenaPeña dice queremos profesionalizar el servicio público y esa es una propuesta fundamental, por ejemplo, para evitar que las instituciones, por ejemplo, como el sector de salud tenga gerentes de hospitales puestos a dedo @telesurtv",No data
280,2021-01-19T03:43:56.000Z,resistencia.ec,"CUENTO VIEJO
#ARAUZ
#EcuadorDebate2021
#LassoPresidente2021
#CapacidadParaCambiar
#Elecciones2021Ec
#ArauzRabascall
#Ecuador #Arauz #LassoBorrero2021 #YoVotoPorValores 🇪🇨
#CREO21
#LassoBorrero2021 #UnidosEmpiezaElCAMBIO
#CésarMonge #AsambleistaNacional
#LassoEsCambio",No data
281,2021-01-19T02:47:09.000Z,xhervas.ec,"Les comparto algunas frases del debate #ecuadordebate2021 🇪🇨.
Gracias a todos lo que nos apoyaron en las redes sociales. #xavierhervaspresidente",No data
282,2021-01-19T02:22:23.000Z,dustinorellana_,"😉
#
#debatepresidencial2021 #romantico #yaquechucha #ecuatoriano #memes #ecuadordebate2021 #debatememes #lassopresidente #rafaelcorrea #galan #caballero #hombrefiel",No data
283,2021-01-19T00:50:56.000Z,upenin.ecu,"Conoce lo que el candidato @guillermolasso respondió acerca de su plan de gobierno.
•
• ¡Estamos aquí para tí! 💜💚.
•
•
•
#ecuadordebate2021 #ecuador #guillermolasso #creo21 #debatepresidencial #upenin #negocios #inversiones #noticias #noticiasecuador #informate #elecciones2021ec #finanzas #ecomia #educacionfinanciera",No data
284,2021-01-18T15:52:00.000Z,noticias_ecuador_,"¿Y luego se preguntan que porke lo amo? 😍

#LassoDeBien #Neverpresidente #EcuadorDebate2021 #RafaelCorrea",No data
285,2021-01-18T15:18:48.000Z,ultimahoralosrios,#EcuadorDebate2021 ✅ Estas fueron las declaraciones del candidato Yaku Pérez en el debate de esta noche.,No data
286,2021-01-18T14:34:43.000Z,jr_cabreraz,"🇪🇨¡Hacemos historia!
Agradezco al equipo del @cnegobec que se encargó de la organización y cobertura de #EcuadorDebate2021. Con este evento inédito, la ciudadanía acudirá a las urnas mejor informada para ejercer un voto responsable.
¡Avanzamos hacia la jornada de votación!",No data
287,2021-01-18T13:58:53.000Z,enclavepolitica,"#EcuadorDecide2021

🇪🇨#EcuadorDebate2021 En el #DebatePresidencial2021 de ayer se vio las dos tendencias. #AndresArauz que representa al progresismo y los demás candidatos que representan al poder económico y financiero del país @OrlandoPerezEC y @marcelovarela en @teleSURtv",No data
298,2021-01-30T20:30:38.000Z,tanyitamariaxx,"#elecciones2021Ecuador 🇪🇨
#febrero7
#diosnosbendigasiempre🙏",No data
299,2021-01-30T17:58:00.000Z,bella.alonso,#Lista1 #asambleistasdecorrea Correa #esthercuesta #gustavomateus #arauzrabascall #elecciones2021ecuador,No data
300,2021-01-30T09:38:55.000Z,bella.alonso,Una rayita en el primer casillero de la #Lista1_5 #arauzrabascall #TODO1 #elecciones2021ecuador #7febrero2021 🇪🇨,No data
301,2021-01-30T09:09:14.000Z,bella.alonso,"Lo viví y junto a mis compañeros del #MovimientoRCGenovaItalia, hacemos parte de ésta batalla para que regrese el bien común en nuestra Patria querida 🇪🇨 #Lista1 #arauzrabascall @ecuarauz #elecciones2021ecuador @mashirafaeloficial",No data
302,2021-01-29T23:10:30.000Z,v_del_pueblo,"DILE NO A LA FARSA ELECTORAL!
GANE QUIEN GANE EL PUEBLO PERDERÁ!
ELIGE LUCHAR!

#NoALaFarsaElectoral
#anulaelvoto
#eligeluchar #NoALaFarsaElectoral
#eligeluchar
#NoALaFarsaElectoral
#eligeluchar
#noalafarsaelectoral #EligeLuchar #vientosdelpueblo #BloqueProletario #LaRebelionSeJustifica #anulaelvoto #votonulo #elecciones2021 #circoelectoral #Lenin #marxismo #comunismo #comunism #votanulo #novotes #nuestrocaminoesluchandonovotando #SiQuieresElegirEligeLuchar #elecciones2021ec #elecciones2021Ecuador #eleccionesecuador #lasso #arauz #yaku #democraciaburguesa",No data
303,2021-01-29T19:41:44.000Z,bella.alonso,#LOVIVI ❣️ #Genova Presente 🙋🏻‍♀️ @mashirafaeloficial #Lista1 @ecuarauz @carlos.rabascall #elecciones2021ecuador,No data
304,2021-01-29T16:52:06.000Z,tiemporealec,"📌.#elecciones2021ecuador
📍El gobierno de #panama🇵🇦 informa al #ecuador🇪🇨 que no se podrán desarrollar las votaciones el domingo 07 de febrero por la restricción de movilidad.
📍Tuvo evaluación del Departamento de Epidemiología.
Vía @ecuainm_oficial https://t.co/0PpqAkEVYm",No data
305,2021-01-29T01:31:27.000Z,mejoremoslopublico.ec,"Buenas noticias.
.
.
En conjunto con un grupo de creativos hemos desarrollado una plataforma para que encuentres tu #matchpolitico
.
.
¿No sabes aún por quién votar?
.
.
Después de horas y horas de ver sus debates y leer sus entrevistas aún no hay un candidato que te identifica.
.
.
#votabien
.
.
Descúbrelo en WhoMatch el primer tinder político para encontrar tu mach político o tu peor es nada.
.
.
¿Con cuál serás más compatible?
.
.
Fácil, interactivo y dinámico.

.
.
Ingresa a www.whomatch.ec y descúbrelo.
.
.
Diviértete y compártelo con tus amigos.
.
.
Si nos quieres contar quién te salió compártelo en los comentarios o por DM.
.
.
#porlacompatibilidadpolitica #whomatch
#Mejoremoslopúblico #tusideascuentan #guayaquil #babahoyo #coronavirus #clases #ciudadanosprotagonistas #jóvenesprotagonistas #enero #elecciones2021ecuador #votabien #elecciones2021ec #candidatos #hoy #urgente #últimahora #ahora #noticia",No data
306,2021-01-29T01:24:28.000Z,amaditamaria,"Junto a @xhervas.ec por nuestra PROVINCIA AMADA 🧡🧡
#AmadaAsambleista
#AsambleistaAmadaOrtiz
#xavierhervaspresidente
#lanuevaid12
#izquierdademocrática
#elecciones2021ecuador
#santodomingodelostsachilas
#Asamblea",No data
307,2021-01-28T16:20:29.000Z,tiemporealec,"📌.#elecciones2021ecuador
📍Para el ministro de @defensa_ec Oswaldo Jarrín el proceso electoral sería ""un grave problema"".
📍 @finanzas_ec adeuda más de USD 3 millones.
📍 Presupuesto destinado a logística de las #ffaa
@cnegobec @ONU_es https://t.co/wI7BRKk7Oz",No data
308,2021-01-28T14:35:51.000Z,amaditamaria,"Hoy!!! Acompañanos junto a @xhervas.ec en nuestro recorrido por Santo Domingo por Nuestra Provincia AMADA 🧡💪🏻

#AsambleistaAmadaOrtiz
#AmadaAsambleista
#xavierhervaspresidente
#lanuevaid12
#izquierdademocrática
#elecciones2021ecuador
#cne2021
#Asamblea
#santodomingodelostsachilas",No data
309,2021-01-28T00:20:05.000Z,bella.alonso,Comportate bien #TribunalContensiosoElectoral y #Cne. Faltan 12 días para las #elecciones2021ecuador y sigues con tus mañas 🤦🏻‍♀️ #Lista1 #arauzrabascall gana las elecciones en #ECUADOR🇪🇨 👍💖,No data
310,2021-01-27T22:45:08.000Z,amaditamaria,"Siempre lucharemos por nuestra Gente AMADA!
#AmadaAsambleista
#AsambleistaAmadaOrtiz
#xavierhervaspresidente
#lanuevaid12
#izquierdademocrática
#santodomingodelostsachilas
#elecciones2021ecuador
#cne2021",No data
311,2021-01-27T18:43:22.000Z,plumadigitalec,"Conoce las propuestas de Julio Cesar Bajaña candidato a la Asamblea Nacional del Movimiento Honestidad 17-51, a través de #PlumaDigital en su segmento de entrevistas de #elecciones2021ecuador",No data
312,2021-01-27T15:44:57.000Z,amaditamaria,"Acompáñanos para hacer un cambio por nuestro País y nuestra Provincia AMADA 🧡💪🏻

#AsambleistaAmadaOrtiz
#AmadaAsambleista
#xavierhervaspresidente
#santodomingodelostsachilas
#ecuador
#idsantodomingo
#lanuevaid12
#cne2021
#elecciones2021ecuador",No data
313,2021-01-27T01:12:36.000Z,v_del_pueblo,"COMUNICADO DEL MOVIMIENTO VIENTOS DEL PUEBLO SOBRE LA FARSA ELECTORAL.

Puedes leerlo completo en nuestra página web:
https://vientosdelpuebloec.wixsite.com/vpec

La clase trabajadora y las masas populares pretenden ser arrastradas nuevamente a la farsa electoral. En plena crisis económica y sanitaria, con más de un millón de empleos perdidos el año pasado, con miles de pequeños negocios quebrados, campesinos arruinados, vendedores informales perseguidos día a día en las calles de las ciudades, miles de jóvenes que han desertado de las instituciones educativas por no poder cubrir las pensiones o contar con medios para la educación virtual, y miles de personas que mueren por el precario sistema de salud, se lanza una campaña electoral, qué más allá del embuste, constituye una burla y una afrenta ante las precarias condiciones de vida de la mayoría del pueblo.

El Movimiento Vientos del Pueblo le dice NO A LA FARSA ELECTORAL. Esta no es una posición estrictamente coyuntural, pues la sostenemos desde nuestros orígenes, afirmando ello como un aspecto determinante en la elevación de la consciencia de clase proletaria y en el desarrollo de su lucha por la transformación revolucionaria de la sociedad.

#NoALaFarsaElectoral
#eligeluchar
#NoALaFarsaElectoral
#eligeluchar
#noalafarsaelectoral #EligeLuchar #vientosdelpueblo #BloqueProletario #LaRebelionSeJustifica #anulaelvoto #votonulo #elecciones2021 #circoelectoral #Lenin #marxismo #comunismo #comunism #votanulo #novotes #nuestrocaminoesluchandonovotando #SiQuieresElegirEligeLuchar #elecciones2021ec #elecciones2021Ecuador #eleccionesecuador #lasso #arauz #yaku #democraciaburguesa",No data
314,2021-01-26T21:25:09.000Z,3mputa2,Conoce las propuestas de los primeros 3 candidatos en las encuestas. #votoinformado #elecciones2021ecuador,No data
315,2021-01-26T16:56:03.000Z,amaditamaria,"Juntas lucharemos por nuestra PROVINCIA AMADA 🧡💪🏻

#AsambleistaAmadaOrtiz
#AmadaAsambleista
#xavierhervaspresidente
#elecciones2021ecuador
#santodomingodelostsachilas
#idsantodomingo
#izquierdademocrática
#lanuevaid12
#AsambleistaAmadaOrtiz
#presidenteecuador",No data
316,2021-01-26T14:12:36.000Z,amaditamaria,"Con una sonrisa siempre informado nuestro plan de trabajo para Nuestra Provincia AMADA 🧡💪🏻

#AsambleistaAmadaOrtiz
#AmadaAsambleista
#xavierhervaspresidente
#izquierdademocrática
#idsantodomingo
#lanuevaid12
#cne2021
#elecciones2021ecuador
#Asamblea
#ecuador
#santodomingodelostsachilas",No data
317,2021-01-26T01:10:31.000Z,v_del_pueblo,"Vamos conociendo quiénes son en realidad y a quiénes representan los candidatos presidenciales de la farsa electoral.

#NoALaFarsaElectoral
#eligeluchar
#NoALaFarsaElectoral
#eligeluchar
#noalafarsaelectoral #EligeLuchar #vientosdelpueblo #BloqueProletario #LaRebelionSeJustifica #anulaelvoto #votonulo #elecciones2021 #circoelectoral #Lenin #marxismo #comunismo #comunism #votanulo #novotes #nuestrocaminoesluchandonovotando #SiQuieresElegirEligeLuchar #elecciones2021ec #elecciones2021Ecuador #eleccionesecuador #lasso #arauz #yaku",No data
318,2021-01-26T00:12:51.000Z,amaditamaria,"Mañana estaremos en @turadiosd acompáñanos para conversar sobre las propuestas para nuestra Provincia AMADA 🧡💪🏻

#AmadaAsambleista
#AsambleistaAmadaOrtiz
#xavierhervaspresidente
#PorNuestraGenteAmada
#izquierdademocrática
#lanuevaid12
#izquierdademocrática
#Asamblea
#cne2021
#elecciones2021ecuador",No data
319,2021-01-25T19:40:35.000Z,amaditamaria,"Acompañanos este día Jueves 28 de Enero en la caravana por Santo Domingo junto a @xhervas.ec, Por nuestra Provincia AMADA 🧡💪🏻

#AmadaAsambleista
#AsambleistaAmadaOrtiz
#xavierhervaspresidente
#santodomingodelostsachilas
#lanuevaid12
#izquierdademocrática
#idsantodomingo
#cne2021
#elecciones2021ecuador",No data
320,2021-01-25T18:32:41.000Z,v_del_pueblo,"Dile no a la farsa electoral!

#NoALaFarsaElectoral
#eligeluchar
#noalafarsaelectoral #EligeLuchar #vientosdelpueblo #BloqueProletario #LaRebelionSeJustifica #anulaelvoto #votonulo #elecciones2021 #circoelectoral #Lenin #marxismo #comunismo #comunism #votanulo #novotes #nuestrocaminoesluchandonovotando #SiQuieresElegirEligeLuchar #elecciones2021ec #elecciones2021Ecuador #eleccionesecuador #lasso #arauz #yaku",No data
321,2021-01-25T15:17:11.000Z,danihappyshop,"Buen día amigos, quiero desearles un maravilloso día y una excelente semana; y además compartir con ustedes estos sencillos pasos para vibrar con la mejor actitud 🤗🎁🙏
.
.
.
.
.
.
#danihappyshop #quitoecuador #elecciones2021ecuador #plazafoch #elecciones2021ec #siguemeytesigo #juguetesparaadultos #juguetesparagrandes #embajadordeluz #tiendaonline #enviosatodoelpais #servientregaecuador #uberecuador #glovoecuador #deliveryecuador",No data
323,2021-01-23T21:17:21.000Z,mariasarajijon,"El tras cámaras #Atrévete en #Machala #XavierHervasPresidente #Vota12ID #MariaSaraVicepresidenta

#elecciones2021ec
#elecciones2021ecuador
@xhervas.ec @johannamoreirac @idjuventudesmeraldas @helenchauvin_09 @andresrubio.ec @eitel.ec @wilmaa12id @rocioguanoluisa_ @eckennerrecalde @ajaramillogomez @id12ecuador @id12.manabi @id12.guayas_ec @idcotopaxi12 #SomosGenteNueva #SomosGenteBuena
#votoconsiente",No data
324,2021-01-23T02:44:38.000Z,mattabad,"La nueva política exige que los candidatos, en la calle y en las redes, se conecten emocionalmente con el corazón de sus electores; cuenten historias que generen empatía y, sobre todo, que desarrollen mensajes que no subestimen la capacidad e inteligencia de los ecuatorianos.

#eleccionesecuador #elecciones2021ec #elecciones2021ecuador",No data
325,2021-01-22T05:29:42.000Z,v_del_pueblo,"El ring de la farsa electoral

Presentamos a cada uno de los farsantes, quienes se enfrentan en el cuadrilátero para saber quien administrará el viejo Estado durante los próximos cuatro años. Han sido entrenados previamente por el imperialismo norteamericano y chino, y han recibido decenas de millones de dólares para su entrenamiento. En este juego...el pueblo, como espectador, no tiene nada qué hacer, por eso ha elegido LUCHAR!

#noalafarsaelectoral #EligeLuchar #vientosdelpueblo #BloqueProletario #LaRebelionSeJustifica #anulaelvoto #votonulo #elecciones2021 #circoelectoral #Lenin #marxismo #comunismo #comunism #votanulo #novotes #nuestrocaminoesluchandonovotando #SiQuieresElegirEligeLuchar #elecciones2021ec #elecciones2021Ecuador #eleccionesecuador #lasso #arauz #yaku",No data
326,2021-01-22T03:50:09.000Z,mejoremoslopublico.ec,"Ajá, ahí los quiero ver!!

Menciona un problema del Ecuador sin decir es un problema del Ecuador.
.
.
Ejemplo:
.
.
Voy al iess y nunca encuentro turno ☹.
.
.

Todos los comentarios serán publicado en el instamoment mencionando a los candidatos para que hagan eco de sus propuestas.
.
.
Dinámica participativa para fomentar el sentir ciudadano.
.
.
#Mejoremoslopúblico #tusideascuentan #guayaquil #babahoyo #coronavirus #clases #ciudadanosprotagonistas #jóvenesprotagonistas #enero #ELECCIONES2021EC #elecciones2021ecuador #elecciones #hoy #ahora #ultimahora #jueves #voto #votación #votabien",No data
327,2021-01-21T22:36:32.000Z,eluniversocom,"Juan Fernando Velasco, candidato a la Presidencia de la República

Son treinta años sobre escenarios en Ecuador y el extranjero que, por ahora, quedan en stand by, a la espera de  los resultados electorales, afirma Juan Fernando Velasco (48 años), cantautor desde su adolescencia y hoy candidato a la Presidencia de la República.

Cuenta que luego de que el exvicepresidente Otto Sonnenholzner desistió de participar en la contienda surgió su nombre en Construye, antes Ruptura de los 25,  movimiento liderado por María Paula Romo y Juan Sebastián Roldán, altos funcionarios del gobierno de Lenín Moreno.

Sin embargo, Velasco dice que no tiene ataduras y que “solo es una buena alternativa” del oficialismo. Más de su entrevista en el video.  ⬆️

#elecciones2021  #eleccionesenEcuador  #elecciones2021Ecuador  #vote  #JuanFernandoVelasco",No data
328,2021-01-21T13:54:55.000Z,resistencia.ec,@ecuarauz #guillermolasso #elecciones2021ecuador #Ecuador @guillermolasso,No data
330,2021-01-20T14:59:27.000Z,sputnikmundo,"📻 𝗥𝗔𝗗𝗜𝗢 'GPS Internacional'
Colombia: ""El Acuerdo por la Paz ha sido favorable en la búsqueda de desaparecidos"". Escucha en este programa la historia de organizaciones colombianas y uruguayas que trabajan para encontrar a las personas desaparecidas. También hablaremos sobre las próximas elecciones en Ecuador, entre otros temas de actualidad.

Escucha el programa en el ENLACE de la BIO
.
.
.
#SputnikMundo #Sputnik #news #noticias #SputnikRadio #RadioSputnik #radio #colombia #desaparecidos #procesodepaz #procesodepazcolombia #uruguay #montevideo #ecuador #elecciones2021 #elecciones2021ec #elecciones2021ecuador",No data
